categoria,nome,referencia,preco_sem_iva
PRODUTOS | MARISCOS,CAMARÃO C/C 40/50 VANAMEI CX 10X2KG,3019,0.0
PRODUTOS | MARISCOS,CAMARÃO COSTA IRLANDA N1 COZIDO,3015,0.0
PRODUTOS | MARISCOS,CAMARÃO COSTA IRLANDA N2 COZIDO,3013,0.0
PRODUTOS | MARISCOS,CAMARÃO COSTA IRLANDA N3 COZIDO,3016,0.0
PRODUTOS | MARISCOS,CAMARÃO COZIDO VANAMEI 30/40 4X2KG,3010,0.0
PRODUTOS | MARISCOS,CAMARÃO COZIDO VANAMEI 40/60 6X2KG,3040,6.75
PRODUTOS | MARISCOS,CAMARÃO Nº 3 30/40 CONG. SEN 9X2 KG,3511,13.5
PRODUTOS | MARISCOS,CAMARÃO Nº 5 60/80 SENEGAL 9x2 KG,3547,0.0
PRODUTOS | MARISCOS,CAMARÃO Nº 7 100/120 CONG. SEN. 9X2KG,3552,6.0
PRODUTOS | MARISCOS,CAMARÃO Nº 7 100/120 SENEGAL CX 6X2 KG,3302,6.0
PRODUTOS | MARISCOS,CAMARÃO Nº1 10/20 CONG. SEN. 9X2KG,3500,16.5
PRODUTOS | MARISCOS,CAMARÃO Nº4 40/60 CONG. SENEGAL 9X2 KG,3510,9.1
PRODUTOS | MARISCOS,CAMARÃO Nº6 80/100 CONG. SEN. 9X2KG,3558,0.0
PRODUTOS | MARISCOS,CAMARÃO S/C 16/20 VAN 10X2KG PL,3017,8.75
PRODUTOS | MARISCOS,CAMARAO S/C 21/25 VAN CX 10X2KG PL,3540,8.59
PRODUTOS | MARISCOS,CAMARÃO S/C 26/30 VAN CAIXA 10X2KG PL,3534,6.95
PRODUTOS | MARISCOS,CAMARÃO S/C 31/35 VAN CAIXA 6X2KG PL,3527,6.85
PRODUTOS | MARISCOS,CAMARÃO S/C 36/40 VAN CAIXA 10X2KG PL,3020,6.55
PRODUTOS | MARISCOS,CAMARÃO S/C 41/50 VAN CAIXA 10X2KG PL,3524,6.25
PRODUTOS | MARISCOS,CAMARÃO S/C 51/60 VAN CAIXA 10X2KG PL,3525,0.0
PRODUTOS | MARISCOS,CAMARAO SELVAGEM TG 2/4 9x2KG PLE,3568,0.0
PRODUTOS | MARISCOS,CAMARAO TG 4/7 SELV. AV. CX 10 KG PL,3545,19.9
PRODUTOS | MARISCOS,CAMARÃO TG U/5 SEN. SELVAGEM CX 9X2KG,3028,0.0
PRODUTOS | MARISCOS,CAMARAO TG Y0 SELV. 6X-/+ 2KG PESO VARIAVEL,3569,44.5
PRODUTOS | MARISCOS,CAMARAO TG Y00 MOÇ CX 6x2KG,3589,44.5
PRODUTOS | MARISCOS,CAPRICHOS DO ALASKA CX 6X1 KG,3347,4.49
PRODUTOS | MARISCOS,CARABINEIRO Nº 0,3405,0.0
PRODUTOS | MARISCOS,CARABINEIRO Nº 1,3400,0.0
PRODUTOS | MARISCOS,CARABINEIRO Nº 2,3402,0.0
PRODUTOS | MARISCOS,CARABINEIRO Nº 3,3406,0.0
PRODUTOS | MARISCOS,CARABINEIRO Nº CHICO,3403,0.0
PRODUTOS | MARISCOS,CARABINEIRO Nº CHICO CH,3404,0.0
PRODUTOS | MARISCOS,CARABINEIROS B0 (6/8) MARROCOS 6X+-2KG PV,3528,0.0
PRODUTOS | MARISCOS,DELICIAS DE LAGOSTA,3261,4.95
PRODUTOS | MARISCOS,DELICIAS DO MAR 24X250GR,3518,2.95
PRODUTOS | MARISCOS,LAGOSTA 100/200 VERDE MAURITANIA CX 10KG,3599,0.0
PRODUTOS | MARISCOS,LAGOSTA 200/300 VERDE MADAGASCAR CX 5 KG,3026,0.0
PRODUTOS | MARISCOS,LAGOSTA 300/400 MAURITANIA CX 5KG,3029,0.0
PRODUTOS | MARISCOS,LAVAGANTE CRÚ 400/600 IRL. CX6KG,3407,0.0
PRODUTOS | MARISCOS,LINGUEIRÃO (NAVALHA) HOL. CX5KG,3548,5.62
PRODUTOS | MARISCOS,"MARISCADA EXTRA COVETE 6X800GR CX 4,8KG PLE",3577,0.0
PRODUTOS | MARISCOS,MEXILHÃO M/C GALEGO,3033,0.0
PRODUTOS | MARISCOS,MIOLO AMEIJOA 700/1000 1KG PL/800 PLE CX 10 KG PL,3203,5.35
PRODUTOS | MARISCOS,MIOLO AMEIJOA COZIDO 1000/UP 10X1KG,3031,0.0
PRODUTOS | MARISCOS,MIOLO CAMARAO 10/20 10X0.800GR PLE,3011,0.0
PRODUTOS | MARISCOS,MIOLO CAMARAO SELVAGEM 16/20 CX 6KG AVULSO PL,3557,10.5
PRODUTOS | MARISCOS,MIOLO CAMARAO VAN. 21/25 10X800GR PLE,3586,9.98
PRODUTOS | MARISCOS,MIOLO DE CAMARÃO 100/200,3301,0.0
PRODUTOS | MARISCOS,MIOLO MEXILHÃO COZ. 100/200 SACO 6X1KG PL,3022,4.95
PRODUTOS | MARISCOS,MIOLO MEXILHÃO 200/300 SACO 8X1KG,3023,0.0
PRODUTOS | MARISCOS,NAVALHEIRA COZIDA 4X1.5KG,3035,0.0
PRODUTOS | MARISCOS,PASTA SAPATEIRA BR/CAST COVETE 20X454GR,3014,9.95
PRODUTOS | MARISCOS,PASTA SAPATEIRA CAST COV 20 X 500GR,3484,0.0
PRODUTOS | MARISCOS,RABOS DE LAGOSTA CRUA CX4.54KG,3546,0.0
PRODUTOS | MARISCOS,SAPATEIRA 600/800 CX 10KG,3038,9.95
PRODUTOS | PEIXE,FILETE DE PEIXE GALO CX 6 KG PL,6454,11.12
PRODUTOS | SALGADOS,BOLINHAS ALHEIRA 35GR CX 100UN,2513,0.45
PRODUTOS | SALGADOS,BOLINHOS PLAR BACALHAU 12 COV,2101,0.0
PRODUTOS | SALGADOS,CHAMUÇAS FRANGO GR AV CX 50 UN QF,2002,0.54
PRODUTOS | SALGADOS,CHAMUÇAS FRANGO MINI AV CX 200UN (4X50) SP,2512,0.24
PRODUTOS | SALGADOS,CHAMUÇAS VEGETAIS MINI AV,2036,0.36
PRODUTOS | SALGADOS,COXAS DE FRANGO MINIS AV CX 200UN (2x100),2153,0.29
PRODUTOS | SALGADOS,COXAS FRANGO GRANEL CX 50 UN,2514,0.8
PRODUTOS | SALGADOS,CREPES PRIMAVERA GR. CX4.5KG,2017,3.99
PRODUTOS | SALGADOS,CREPES PRIMAVERA MINIS CX4.5KG,2018,4.49
PRODUTOS | SALGADOS,CROQUETES CARNE GR AV. CX 50UN (2X25) SP,2100,0.47
PRODUTOS | SALGADOS,CROQUETES CARNE MINIS AV CX200 UN (4X50) SP,2147,0.18
PRODUTOS | SALGADOS,MASSA FOLHADA IND. PLE,2215,6.44
PRODUTOS | SALGADOS,NUGGETS FRANGO (CX3UNX1KG),2053,4.49
PRODUTOS | SALGADOS,PASTEIS BACALHAU GR AV CX 50 UN (2X25) SP,2033,0.49
PRODUTOS | SALGADOS,PASTEIS BACALHAU MINIS AV CX200 UN (4X50) SP,2140,0.19
PRODUTOS | SALGADOS,RISSOIS CAMARÃO GR AV CX 50 UN (2X25) SP,2088,0.45
PRODUTOS | SALGADOS,RISSÓIS CAMARÃO MINI AV CX 200UN (4X50) SP,2124,0.18
PRODUTOS | SALGADOS,RISSOIS DE LEITÃO GR AV CX 50UN (2X25) SP,2144,0.68
PRODUTOS | SALGADOS,ROLINHOS QUEIJO/FIAMBRE GR AV CX 50 UNID MIAS,2010,0.69
PRODUTOS | SALGADOS,ROLINHOS SALSICHA GR AV CX (2x25) 50UN,2130,0.49
PRODUTOS | Sub-Categoria exemplo - Produtos/Serviços,CALAMARES SEM OVO SC 10X700G PLE,6845,4.63
PRODUTOS | Sub-Categoria exemplo - Produtos/Serviços,COMISSÕES DE VENDA E ABERTURA DE CLIENTES,0000,0.0
PRODUTOS | Sub-Categoria exemplo - Produtos/Serviços,DESPESAS FINANCEIRAS,68FIN,0.0
PRODUTOS | Sub-Categoria exemplo - Produtos/Serviços,PRODUTOS VARIOS - 0 PT,8125,0.0
PRODUTOS | Sub-Categoria exemplo - Produtos/Serviços,PRODUTOS VARIOS - 23,8124,0.0
PRODUTOS | Sub-Categoria exemplo - Produtos/Serviços,PRODUTOS VARIOS - 6,8123,0.0
PRODUTOS | Sub-Categoria exemplo - Produtos/Serviços,TERRENOS E REC. NATURAIS ISENTO,4TERR/I,0.0
PRODUTOS | Sub-Categoria exemplo - Produtos/Serviços | SERVIÇOS,SERVIÇOS,SERV.,0.0
